,PrecoInicial
BIDU,86.04000091552734
BABA,113.97000122070312
0700.HK,503.0
0020.HK,1.4900000095367432
002230.SZ,47.72849655151367
0981.HK,44.70000076293945
688256.SS,563.0
002747.SZ,20.15999984741211
300024.SZ,16.950000762939453
688041.SS,136.5
